"CE ID","Entity Type Code","Entity Name","Address 1","Address 2","City","State","Zip"
"6289","FP","CRATER HEALTH DISTRICT","301 HALIFAX ST",,"PETERSBURG","VA","23804"
"6292","FP","Health Department of Northwest Michigan","3434 HARBOR PETOSKEY ROAD",,"HARBOR SPRINGS","MI","49740"
"6295","FP","VALLEY HEALTH - FORT GAY","71 Wayne St",,"FORT GAY","WV","25514"
"6302","FP","DISTRICT HEALTH DEPT NO 10","6180 W SANBORN RD","SUITE 1","LAKE CITY","MI","49651"
"6315","FP","PRINCE WILLIAM HEALTH DEPARTMENT","4001 PRINCE WILLIAMS PARKWAY","STE 101","WOODBRIDGE","VA","22193"
"6338","FP","ORANGE COUNTY HEALTH DEPARTMENT","12050 E COLONIAL DR",,"ORLANDO","FL","32826"
"6341","FP","KNO-HO-CO-ASHLAND COMMUNITY ACTION COMMISSION","1060 CLAREMONT AVENUE","SUITE 3","ASHLAND","OH","44805"
"6343","FP","COMMUNITY HEALTH CENTER OF BUFFALO, INC.","2715 Highland Ave",,"Niagara Falls","NY","14305"
"6362","FP","PLANNED PARENTHOOD ASSOC. OF UTAH","654 S 900 E",,"SALT LAKE CITY","UT","84102"
"6371","FP","GILLETTE REPRODUCTIVE HEALTH","1304 W 4TH STREET",,"GILLETTE","WY","82716"
"6375","FP","FORT SUMMER PUBLIC HEALTH OFFICE","643 A NORTH 5TH STREET",,"FORT SUMNER","NM","88119"
"6389","FP","PLANNED PARENTHOOD ASSOC. OF UTAH","1091 W SOUTH JORDAN PARKWAY, SUITE 100",,"SOUTH JORDAN","UT","84095"
"6395","FP","MONTROSE COUNTY DEPARTMENT OF HEALTH AND HUMAN SERVICES","851 MAIN ST",,"NUCLA","CO","81424"
"6408","FP","SDSU STUDENT HEALTH CLINIC AND COUNSELING CENTER","1440 N Campus Dr.",,"BROOKINGS","SD","57007"
"6423","FP","Planned Parenthood of Central & Greater Northern New Jersey","437 EAST STATE ST",,"TRENTON","NJ","08608"
"6424","FP","DENVER HEALTH AND HOSPITAL AUTHORITY","4995 E. 33RD AVE.",,"DENVER","CO","80207"
"6427","FP","CENTRAL DISTRICT HEALTH DEPARTMENT","520 E 8TH STREET N",,"MOUNTAIN HOME","ID","83647"
"6433","FP","LOWELL COMMUNITY HEALTH CENTER","161 Jackson Street",,"Lowell","MA","01852"
"6434","FP","KEMPER COUNTY HEALTH DEPARTMENT","HIGHWAY 16 WEST",,"DEKALB","MS","39328"
"6438","FP","TILLAMOOK COUNTY HEALTH DEPARTMENT","276 S. Hwy 101",,"ROCKAWAY BEACH","OR","97136"
"6447","FP","MARION COUNTY HEALTH UNIT","707 HWY 202 WEST",,"YELLVILLE","AR","72687"
"6450","FP","Planned Parenthood of the Great Northwest and the Hawaiian Islands","10056 SOUTHEAST 240TH","SUITE A","KENT","WA","98031"
"6474","FP","QUEENS HOSPITAL CENTER","114-02 GUY BREWER BLVD","SUITE 217","JAMAICA","NY","11434"
"6479","FP","TRIMBLE COUNTY HEALTH DEPARTMENT","138 MILLER LANE",,"BEDFORD","KY","40006"
"6480","FP","SANFORD HEALTH PHYSICIANS PARTNERS","1205 S GRANGE AVENUE","MB2, SUITE 301","SIOUX FALLS","SD","57105"
"6488","FP","PLANNED PARENTHOOD OF THE ST LOUIS REGION and Southwest Missouri","4251 FOREST PARK AVE",,"ST LOUIS","MO","63108"
"6492","FP","MULTNOMAH CO HEALTH DEPT","3653 SE 34TH Ave.",,"PORTLAND","OR","97202"
"6506","FP","PLANNED PARENTHOOD Keystone","CENTRE PLAZA SHPNG CTR","2185 GALLOWAY RD","BENSALEM","PA","19020"
"6518","FP","PERQUIMANS COUNTY HEALTH DEPARTMENT","103 ARPDC ST",,"HERTFORD","NC","27944"
"6527","FP","MONROE COUNTY HEALTH DEPARTMENT","1511 Truman Avenue",,"KEY WEST","FL","33040"
"6534","FP","Rio Blanco County Public Health & Environment","209 EAST MAIN ST","Suite 103","RANGELY","CO","81648"
"6540","FP","MORGAN COUNTY HEALTH DEPARTMENT","187 SOUTH GREEN STREET",,"BERKELEY SPRINGS","WV","25411"
"6549","FP","MIDWIFE CENTER FOR BIRTH AND WOMENS HEALTH","2825 PENN AVE.",,"PITTSBURGH","PA","15222"
"6569","FP","PLANNED PARENTHOOD OF SEPA","8210 CASTOR AVE",,"PHILADELPHIA","PA","19152"
"6578","FP","PLANNED PARENTHOOD OF NORTHERN NEW ENGLAND","886 MAIN ST","SUITE 302","SANFORD","ME","04073"
"6580","FP","PLANNED PARENTHOOD OF THE PACIFIC SOUTHWEST","337 WEST 35TH STREET, SUITE S",,"NATIONAL CITY","CA","91950"
"6585","FP","MULTNOMAH CO HEALTH DEPT","PARKROSE HIGH SCHOOL","11717 NE SHAVER","PORTLAND","OR","97220"
"6616","FP","GILCHRIST COUNTY HEALTH DEPARTMENT","119 NE 1ST STREET",,"TRENTON","FL","32693"
"6620","FP","MOUNTAINTOP HEALTH CLINIC","30 COURTLAND ACRES LANE",,"THOMAS","WV","25292"
"6622","FP","PUTNAM COUNTY HEALTH DEPARTMENT","101 SOUTH PROSPECT STREET",,"CRESCENT CITY","FL","32112"
"6647","FP","MILLER COUNTY HEALTH UNIT","503 WALNUT",,"TEXARKANA","AR","71854"
"6650","FP","SC DHEC Lowcountry Region Charleston Co Mt Pleasant FP","1189 Sweetgrass Basket Pkwy","Ste 100","Mount Pleasant","SC","29464"
"6652","FP","LEGACY COMMUNITY HEALTH SERVICES INC","5602 LYONS AVENUE",,"HOUSTON","TX","77020"
"6656","FP","PLANNED PARENTHOOD OF THE PACIFIC SOUTHWEST","1602 THOMAS AVENUE",,"SAN DIEGO","CA","92109"
"6658","FP","CARTERET COUNTY HEALTH DEPARTMENT","3820 A BRIDGES STREET",,"MOREHEAD CITY","NC","28557"
"6676","FP","MULTNOMAH CO HEALTH DEPT","7200 SE 60TH AVE.",,"PORTLAND","OR","97206"
"6695","FP","JOHNSON COUNTY HEALTH DEPARTMENT","630 JAMES S TRIMBLE BOULEVARD",,"PAINTSVILLE","KY","41240"
"6704","FP","COMMUNITY CLINIC OF MAUI, INC.","1881 Nani Street",,"Wailuku","HI","96793"
"6707","FP","COMMUNITY ACTION PARTNERSHIP","202 EAST VILLARD",,"DICKINSON","ND","58601"
"6713","FP","FAMILY PLANNING ASSOCIATION OF MAINE","Pine Grove Plaza","767 Main St","DAMARISCOTTA","ME","04543"
"6719","FP","AMITE COUNTY HEALTH DEPARTMENT","1000 IRENE STREET",,"LIBERTY","MS","39645"
"6722","FP","HASTINGS FAMILY PLANNING","606 N MINNESOTA AVE.","SUITE 1","HASTINGS","NE","68901"
"6725","FP","SOUTHERN ILLINOIS HEALTHCARE FOUNDATION","#2 Memorial Memorial Drive",,"ALTON","IL","62002"
"6726","FP","PLANNED PARENTHOOD OF THE HEARTLAND","4409 STONE AVE",,"SIOUX CITY","IA","51106"
"6746","FP","GRANVILLE VANCE DIST HEALTH DEPT","101 HUNT DRIVE",,"OXFORD","NC","27565"
"6751","FP","Planned Parenthood South Atlantic","700 J NORTH MAIN ST",,"BLACKSBURG","VA","24060"
"6754","FP","PLANNED PARENTHOOD Keystone","48 SOUTH 4TH ST",,"READING","PA","19602"
"6762","FP","WEST CARROLL PHU","402 BEALE ST",,"OAK GROVE","LA","71263"
"6764","FP","MONROE COUNTY HEALTH DEPARTMENT","452 EAST 4TH STREET",,"TOMPKINSVILLE","KY","42167"
"6781","FP","ISLE OF WIGHT HEALTH DEPARTMENT","919 SOUTH CHURCH STREET",,"SMITHFIELD","VA","23430"
"6790","FP","PRESBYTERIAN MEDICAL SERVICES","903C N. 5TH STREET",,"ESTANCIA","NM","87016"
"6792","FP","PLANNED PARENTHOOD OF WEST AND NORTHERN MI","209 E. APPLE AVENUE",,"MUSKEGON","MI","49442"
"6795","FP","FULTON COUNTY HEALTH UNIT","510 S MAIN STREET",,"SALEM","AR","72576"
"6802","FP","VALLEY HEALTH - HARTS","22 FLEMING DR",,"HARTS","WV","25524"
"6803","FP","Planned Parenthood of the Heartland","1626 MORGAN STREET",,"KEOKUK","IA","52632"
"6804","FP","MADISON COUNTY HEALTH DEPARTMENT","493 MEDICAL PARK DRIVE",,"MARSHALL","NC","28753"
"6806","FP","PIKE COUNTY HEALTH DEPARTMENT","119 RIVER DRIVE",,"PIKEVILLE","KY","41501"
"6815","FP","WOMENS HEALTH CENTER OF WV INC","510 WASHINGTON ST W",,"CHARLESTON","WV","25302"
"6829","FP","RANDOLPH COUNTY HEALTH UNIT","1304 PACE RD",,"POCAHONTAS","AR","72455"
"6836","FP","TEMPLE UNIVERSITY STUDENT HEALTH","1810 LIACOURAS WALK","4TH FLOOR","PHILADELPHIA","PA","19122"
"6847","FP","TOE RIVER DISTRICT","861 GREENWOOD RD",,"SPRUCE PINE","NC","28777"
"6848","FP","PLANNED PARENTHOOD LOS ANGELES","1550 N GAREY AVE.",,"POMONA","CA","91767"
"6857","FP","GREEN COUNTY HEALTH DEPARTMENT","220 INDUSTRIAL PARK",,"GREENSBURG","KY","42743"
"6863","FP","ROCKINGHAM COUNTY HEALTH DEPARTMENT","371 NC 65, SUITE 204",,"WENTWORTH","NC","27375"
"6865","FP","BATH COUNTY HEALTH DEPARTMENT","51 COURT HOUSE HILL ROAD",,"WARM SPRINGS","VA","24484"
"6866","FP","MEM-SHELBY CTY SOUTHLAND MALL CLINIC","1287 SOUTHLAND MALL",,"MEMPHIS","TN","38116"
"6890","FP","PLANNED PARENTHOOD ASSOC. OF UTAH","728 West 100 South, Ste. 1",,"Heber","UT","84032"
"6901","FP","DISTRICT HEALTH DEPARTMENT NO 2","630 PROGRESS ST",,"WEST BRANCH","MI","48661"
"6912","FP","PLANNED PARENTHOOD SHASTA DIABLO, INC/DBA PLANNED PARENTHOOD SHASTA PACIFIC","340 MARINA WAY",,"RICHMOND","CA","94801"
"6924","FP","VISTA COMMUNITY CLINIC","818 PIER VIEW WAY",,"OCEANSIDE","CA","92054"
"6929","FP","PALM BEACH COUNTY HEALTH DEPARTMENT","6405 INDIANTOWN RD",,"JUPITER","FL","33458"
"6936","FP","WILSON COUNTY HEALTH DEPARTMENT","1801 GLENDALE DR",,"WILSON","NC","27893"
"6961","FP","PLANNED PARENTHOOD LOS ANGELES","21001 SHERMAN WAY","SUITE 9","CANOGA PARK","CA","91303"
"6967","FP","Florida Department of Health in Hendry","1140 PRATT BLVD",,"LABELLE","FL","33935"
"6973","FP","ABERDEEN HEALTH DEPARTMENT","302 SOUTH CHESTNUT STREET",,"ABERDEEN","MS","39730"
"6979","FP","ANDERSON CO HEALTH DEPT","710 N. Main Street",,"Clinton","TN","37716"
"6986","FP","WAIKIKI HEALTH CENTER","277 OHUA AVE",,"HONOLULU","HI","96815"
"6993","FP","AUTAUGA COUNTY HEALTH DEPARTMENT","219 NORTH COURT ST",,"PRATTVILLE","AL","36067"
"6994","FP","COMMUNITY HEALTHCARE NETWORK","81 W 115TH ST",,"NEW YORK","NY","10026"
"6995","FP","FAMILY HEALTH CLINIC OF BARNES KASSON","2872 TURNPIKE STREET",,"SUSQUEHANNA","PA","18847"
"6996","FP","FAMILY PLANNING SERVICES OF LORAIN COUNTY","1144 WEST ERIE AVE",,"LORAIN","OH","44052"
"7005","FP","CLAY COUNTY HEALTH DEPARTMENT","452 MAIN ST",,"CLAY","WV","25043"
"7007","FP","PLANNED PARENTHOOD MID AND SOUTH MICHIGAN","G 3371 BEECHER RD",,"FLINT","MI","48532"
"7012","FP","PLANNED PARENTHOOD OF THE HEARTLAND","850 ORCHARD STREET",,"IOWA CITY","IA","52246"
"7038","FP","LEWIS COUNTY HEALTH DEPARTMENT","185 COMMERCIAL DRIVE",,"VANCEBURG","KY","41179"
"7040","FP","CAPITAL AREA HEALTH NETWORK","2709 BYRON STREET",,"RICHMOND","VA","23223"
"7043","FP","CARLISLE COUNTY HEALTH DEPARTMENT","62 JOHN ROBERTS DRIVE",,"BARDWELL","KY","42023"
"7050","FP","Unity Health Care, Inc.","1660 COLUMBIA ROAD, NW",,"WASHINGTON","DC","20009"
"7055","FP","SC DHEC CENTRAL OFFICE","2100 Bull St",,"Columbia","SC","29201"
"7071","FP","WALTON COUNTY HEALTH DEPARTMENT","361 Greenway Trail",,"Santa Rosa Beach","FL","32459"
"7075","FP","KLICKITAT COUNTY HEALTH DEPARTMENT","501 NE WASHINGTON",,"WHITE SALMON","WA","98672"
"7099","FP","PLANNED PARENTHOOD MINNESOTA, NORTH DAKOTA, SOUTH DAKOTA","6900 78TH AVE N.","SUITE 103","BROOKLYN PARK","MN","55445"
"7106","FP","NEVADA DEPT OF HHS,DIVISION OF PUBLIC & BEHAVIORAL HEALTH","331 1ST STREET",,"HAWTHORNE","NV","89415"
"7120","FP","BRAXTON COUNTY HEALTH DEPARTMENT","617 OLD TURNPIKE RD",,"SUTTON","WV","26601"
"7122","FP","BENZIE-LEELANAU DISTRICT HEALTH DEPARTMENT","6051 FRANKFORT HWY","SUITE 100","BENZONIA","MI","49616"
"7133","FP","BLUESTONE HEALTH CENTER, INC","3997 BECKLEY ROAD",,"PRINCETON","WV","24740"
"7143","FP","WOMEN'S COMMUNITY CLINIC","1833 FILLMORE ST","3RD FLOOR","SAN FRANCISCO","CA","94115"
"7156","FP","ERIE FAMILY HEALTH CENTER","1945 WEST WILSON","SUITE 5110","CHICAGO","IL","60640"
"7167","FP","FAMILY PLANNING INC-QUINCY","636 HAMPSHIRE","SUITE 201","QUINCY","IL","62301"
"7178","FP","HAWKINS COUNTY HEALTH DEPARTMENT","247 Silver Lake Rd",,"Church Hill","TN","37642"
"7186","FP","WALTHAL COUNTY HEALTH DEPARTMENT","903 UNION ROAD",,"TYLERTOWN","MS","39667"
"7188","FP","PLANNED PARENTHOOD OF DELAWARE","140 E DELAWARE AVENUE",,"NEWARK","DE","19711"
"7203","FP","Family Planning Association of Maine","179 LISBON ST",,"LEWISTON","ME","04240"
"7207","FP","PLANNED PARENTHOOD MINNESOTA, NORTH DAKOTA, SOUTH DAKOTA","451 EAST ST. GERMAIN STREET","SUITE 100","ST. CLOUD","MN","56304"
"7208","FP","MADISON COUNTY HEALTH DEPARTMENT","309 PARK DRIVE",,"CANTON","MS","39046"
"7216","FP","SC DHEC Pee Dee Region Horry Co Stephens Crossroads FP","107 Hwy 57 North",,"Little River","SC","29566"
"7223","FP","WESTERN NM UNIVERSITY","1000 W COLLEGE AVENUE",,"SILVER CITY","NM","88061"
"7229","FP","GRANT COUNTY HEALTH DEPARTMENT","105 S GLENN",,"ULYSSES","KS","67880"
"7230","FP","PLANNED PARENTHOOD OF WISCONSIN INC","132 W.COOK STREET",,"PORTAGE","WI","53901"
"7234","FP","Florida Department of Health in COLLIER COUNTY","3339 EAST TAMIAMI TRAIL SUITE 145",,"NAPLES","FL","34112"
"7237","FP","MARION COUNTY HEALTH DEPARTMENT","2448 MILITARY ST SOUTH",,"HAMILTON","AL","35570"
"7244","FP","HAWKINS COUNTY HEALTH DEPARTMENT","201 Park Blvd",,"Rogersville","TN","37857"
"7247","FP","UNIVERSITY OF PUERTO RICO","EDIFICIO DE RECINTO DE CIENCIAS MEDICAS","4TH FLOOR, OFFICE A-401","RIO PIEDRAS","PR","00935"
"7257","FP","Planned Parenthood Pasadena and San Gabriel Valley, Inc.","330 S Garfield Ave","Ste 300","Alhambra","CA","91801"
"7267","FP","FEMINIST WOMEN'S HEALTH CENTERS/WOMEN'S HEALTH SPECIALISTS","1442 Ethan Way, Suite 100",,"Sacramento","CA","95825"
"7273","FP","COVINGTON COUNTY HEALTH DEPARTMENT","23989 ALABAMA HWY 55",,"ANDALUSIA","AL","36420"
"7274","FP","CITY-COWLEY COUNTY HEALTH DEPARTMENT","320 E 9TH AVE","SUITE B","WINFIELD","KS","67156"
"7275","FP","FAMILY HEALTH SERVICES OF CRANSTON","1090 CRANSTON ST",,"CRANSTON","RI","02920"
"7285","FP","FAMILY HEALTH SERVICES OF COVENTRY","191 MACARTHUR BLVD",,"COVENTRY","RI","02816"
"7295","FP","NORTHWEST COUNTY HEALTH CLINIC","320 E 2 ST",,"LIBBY","MT","59923"
"7305","FP","ALLEGANY COUNTY HEALTH DEPARTMENT","12501 WILLOWBROOK RD",,"CUMBERLAND","MD","21502"
"7311","FP","NOTTOWAY COUNTY HEALTH DEPARTMENT","207 WEST COURTHOUSE RD.",,"NOTTOWAY","VA","23955"
"7317","FP","Dallas County Hospital District dba Parkland Health & Hospital System","3737 GOLDMAN AVE.","SUITE 100, ROOM 128","DALLAS","TX","75212"
"7331","FP","UNION COUNTY HEALTH DEPARTMENT","218 WEST MCELROY",,"MORGANFIELD","KY","42437"
"7345","FP","BENTON COUNTY HEALTH UNIT","1200 WEST WALNUT STREET","SUITE 2200","ROGERS","AR","72756"
"7347","FP","UNION COUNTY HEALTH DEPARTMENT","252 CARTER AVENUE",,"NEW ALBANY","MS","38652"
"7360","FP","AUNT MARTHAS COMMUNITY HEALTH CENTER","101 S BROADWAY",,"AURORA","IL","60605"
"7371","FP","PLANNED PARENTHOOD Keystone","721 VETERANS HIGHWAY",,"BRISTOL","PA","19007"
"7393","FP","PLANNED PARENTHOOD OF METROPOLITAN NEW JERSEY (PPMNJ)","151 WASHINGTON ST",,"NEWARK","NJ","07102"
"7395","FP","Planned Parenthood of Greater Texas","3500 S BROADWAY AVE, STE E",,"TYLER","TX","75701"
"7396","FP","MOBILE COUNTY HEALTH DEPARTMENT","248 COX ST",,"MOBILE","AL","36604"
"7431","FP","SAN BERNARDINO CO DEPT OF PUBLIC HEALTH","150 E. Holt Boulevard",,"ONTARIO","CA","91761"
"7454","FP","WAKULLA COUNTY HEALTH DEPARTMENT","3237 COASTAL HWY",,"CRAWFORDVILLE","FL","32327"
"7456","FP","GLENVILLE STATE COLLEGE","200 HIGH ST","HEFLIN STUDENT UNION","GLENVILLE","WV","26351"
"7458","FP","HURON COUNTY HEALTH DEPARTMENT","1142 SOUTH VAN DYKE",,"BAD AXE","MI","48413"
"7466","FP","OPEN DOOR Health Services","4821 E. Old National Rd.",,"RICHMOND","IN","47374"
"7467","FP","SOUTHEASTERN DISTRICT HEALTH DEPARTMENT","455 WASHINGTON   #2",,"MONTPELIER","ID","83254"
"7475","FP","CUYAHOGA COUNTY BOARD OF HEALTH","5550 VENTURE DRIVE",,"PARMA","OH","44130"
"7480","FP","RHODE ISLAND DEPT OF HEALTH","CANNON BLDG","3 CAPITOL HILL RM 302","PROVIDENCE","RI","02908"
"7487","FP","MUHLENBERG COUNTY HEALTH DEPARTMENT","105 LEGION DRIVE",,"CENTRAL CITY","KY","42330"
"7491","FP","PLEASANTS COUNTY HEALTH DEPARTMENT","605 CHERRY ST",,"ST MARYS","WV","26170"
"7494","FP","VI DEPT OF HEALTH FAMILY PLANNING","VI DEPT OF HEALTH FAMILY PLANNING","3241 Estate Contant","ST. THOMAS","VI","00803"
"7498","FP","PLANNED PARENTHOOD OF SOUTHERN NEW ENGLAND","26 WOMEN'S WAY",,"MERIDEN","CT","06451"
"7511","FP","BELMONT COUNTY GENERAL HEALTH DISTRICT","68501 BANNOCK RD",,"ST CLAIRSVILLE","OH","43950"
"7520","FP","BLUEFIELD STATE COLLEGE","219 ROCK ST",,"BLUEFIELD","WV","24701"
"7524","FP","HANCOCK COUNTY HEALTH DEPARTMENT","175 HARRISON STREET",,"HAWESVILLE","KY","42348"
"7528","FP","SCOTT COUNTY HEALTH DEPARTMENT","190 BEECH ST","SUITE 102","GATE CITY","VA","24251"
"7531","FP","TAYLOR Teen HEALTH CENTER","26650 Eureka Rd","Suite B","Taylor","MI","48180"
"7534","FP","Planned Parenthood of the Great Northwest and the Hawaiian Islands","130 EAST REDOUBT AVENUE",,"SOLDOTNA","AK","99669"
"7538","FP","BELEN PUBLIC HEALTH OFFICE","617 Becker Avenue",,"BELEN","NM","87002"
"7585","FP","CLAYTON PUBLIC HEALTH OFFICE","100 COURT ST",,"CLAYTON","NM","88415"
"7591","FP","WILLIAMSON COUNTY HEALTH DEPARTMENT","1324 West Main Street",,"Franklin","TN","37064"
"7604","FP","KALIHI PALAMA HEALTH CENTER","915 NORTH KING ST",,"HONOLULU","HI","96817"
"7611","FP","HALIFAX COUNTY HEALTH DEPARTMENT","19 NORTH DOBBS STREET",,"HALIFAX","NC","27839"
"7612","FP","JACKSON COUNTY HEALTH DEPARTMENT","204 LIBERTY LANE",,"SCOTTSBORO","AL","35769"
"7619","FP","TAUNTON FAMILY PLANNING","1 TAUNTON GREEN",,"TAUNTON","MA","02780"
"7633","FP","SOUTHEASTERN DISTRICT HEALTH DEPARTMENT","590 1/2 GIFFORD",,"AMERICAN FALLS","ID","83211"
"7640","FP","METCALFE COUNTY HEALTH DEPARTMENT","615 WEST STOCKTON STREET",,"EDMONTON","KY","42129"
"7643","FP","HOT SPRING COUNTY HEALTH UNIT","2204 E. SULLENBERGER",,"MALVERN","AR","72104"
"7644","FP","LAMAR COUNTY HEALTH DEPARTMENT","300 SPRINGFIELD RD",,"VERNON","AL","35592"
"7645","FP","VALLEY HEALTH - UPPER KANAWHA","408 ALEXANDER ST",,"CEDAR GROVE","WV","25039"
"7653","FP","NEPA COMMUNITY HEALTHCARE","155 ERIE BOULEVARD",,"SUSQUEHANNA","PA","18847"
"7662","FP","PHYSICIAN CARE PC","71 HOSPITAL DRIVE",,"TOWANDA","PA","18848"
"7668","FP","Crawford County Home Health, Hospice & Public Health","105 N. Main Street","Courthouse Annex","Denison","IA","51442"
"7679","FP","PRESBYTERIAN MEDICAL SERVICES","610 N 5TH St",,"GALLUP","NM","87301"
"7681","FP","BAKER CO HEALTH DEPT","3330 POCAHONTAS RD",,"BAKER CITY","OR","97814"
"7695","FP","SYRACUSE MODEL NEIGHBORHOOD FACILITY/FAMILY PLANNING SERVICE OF OCHD","113 E. TAFT ROAD",,"NORTH SYRACUSE","NY","13212"
"7697","FP","ADAMS/BROWN COUNTIES ECONOMIC OPPORTUNITIES, INC.","406 WEST PLUM STREET",,"GEORGETOWN","OH","45121"
"7701","FP","PLANNED PARENTHOOD OF NORTHERN NEW ENGLAND","784 Hercules Drive","Suite 110","Colchester","VT","05446"
"7709","FP","DOH OKALOOSA","221 HOSPITAL DR NE",,"FORT WALTON BEACH","FL","32548"
"7717","FP","FAMILY HEALTHCARE NETWORK","41651 SIERRA DRIVE, SUITE A",,"THREE RIVERS","CA","93271"
"7726","FP","UPHAMS CORNER HEALTH CENTER","415 COLUMBIA ROAD",,"DORCHESTER","MA","02125"
"7730","FP","Planned Parenthood of Central and Greater Northern New Jersey (PPCGNNJ)","46 N VAN BRUNT ST",,"ENGLEWOOD","NJ","07631"
"7733","FP","NEW RIVER HEALTH - WHIPPLE","57 Sutphin Lane",,"SCARBRO","WV","25917"
"7744","FP","PLANNED PARENTHOOD MOHAWK HUDSON","109 Legion Drive",,"Cobleskill","NY","12043"
"7749","FP","WASHINGTON COUNTY HEALTH DEPARTMENT","1338 SOUTH BLVD",,"CHIPLEY","FL","32428"
"7761","FP","WOOD COUNTY HEALTH DISTRICT","1840 E GYPSY LANE ROAD",,"BOWLING GREEN","OH","43402"
"7771","FP","FRANKLIN CITY HEALTH DEPARTMENT","200 FAIRVIEW DR",,"FRANKLIN","VA","23851"
"7792","FP","RAINELLE MEDICAL CENTER INC","645 KANAWHA AVE",,"RAINELLE","WV","25962"
"7810","FP","ERIE FAMILY HEALTH CENTER","1701 W SUPERIOR","THIRD FLOOR","CHICAGO","IL","60622"
"7811","FP","MULTNOMAH CO HEALTH DEPT","6736 NE KILLINGSWORTH",,"PORTLAND","OR","97218"
"7814","FP","FEMINIST WOMEN'S HEALTH CENTERS/WOMEN'S HEALTH SPECIALISTS","3317 Chanate Road, Suite 2C",,"Santa Rosa","CA","95404"
"7823","FP","DELGADO PERSONAL HEALTH CENTER","517 NORTH RAMPART STREET",,"NEW ORLEANS","LA","70112"
"7824","FP","SOUTHERN SEVEN HEALTH DEPARTMENT","1230 COMMERCIAL PARK ROAD",,"METROPOLIS","IL","62960"
"7829","FP","SHARKEY ISSAQUENA COUNTY HEALTH DEPARTMENT","297 WEST RACE STREET",,"ROLLING FORK","MS","39159"
"7832","FP","HARTFORD PUBLIC SCHOOLS-HEALTH SERVICES","55 FOREST STREET",,"HARTFORD","CT","06105"
"7835","FP","MEIGS COUNTY HEALTH DEPARTMENT","389 River Road",,"Decatur","TN","37322"
"7847","FP","SOUTH BAY FAMILY HEALTHCARE CENTER","1091 SOUTH LA BREA AVENUE",,"INGLEWOOD","CA","90301"
"7855","FP","ADAGIO HEALTH  UNIONTOWN","22 MILL ST",,"UNIONTOWN","PA","15401"
"7858","FP","PLACER COUNTY HEALTH AND HUMAN SERVICES","11583 C AVE",,"AUBURN","CA","95603"
"7869","FP","SOUTHERN ILLINOIS HEALTHCARE FOUNDATION","100 NORTH 8TH STREET Suite 120",,"EAST ST LOUIS","IL","62201"
"7873","FP","FORREST COUNTY HEALTH DEPARTMENT","5008 OLD HIGHWAY 42",,"HATTIESBURG","MS","39401"
"7880","FP","DOH in Hillsborough County","8108 North Nebraska Avenue",,"TAMPA","FL","33604"
"7891","FP","LANCASTER COUNTY HEALTH DEPARTMENT","9049 MARY BALL RD",,"LANCASTER","VA","22503"
"7893","FP","MASON COUNTY HEALTH DEPARTMENT","130 EAST SECOND STREET",,"MAYSVILLE","KY","41056"
"7901","FP","PACE HEALTH CONNECTION - TERRE HAUTE","501 HOSPITAL LANE","SUITE 101","TERRE HAUTE","IN","47802"
"7906","FP","SC DHEC Lowcountry Region Hampton Co Varnville FP","531 W Carolina Ave",,"Varnville","SC","29944"
"7908","FP","RHC BLACK CREEK MED CTR","75 PINEAPPLE ST",,"NUREMBURG","PA","18241"
"7927","FP","HYDE COUNTY HEALTH DEPARTMENT","1151 MAIN STREET",,"SWAN QUARTER","NC","27885"
"7933","FP","SC DHEC Upstate Region Union Co FP","115 Thomas St",,"Union","SC","29379"
"7934","FP","COLUMBIA COUNTY HEALTH DEPARTMENT","535  SW DORTCH ST",,"FT WHITE","FL","32038"
"7953","FP","MULTNOMAH CO HEALTH DEPT","CLEVELAND HIGH SCHOOL","3400 SE 26TH AVE","PORTLAND","OR","97202"
"7958","FP","PLANNED PARENTHOOD OF SEPA","1221 POWELL STREET",,"NORRISTOWN","PA","19401"
"7962","FP","HIGHLAND COUNTY HEALTH DEPARTMENT","140 FLEISHER AVE",,"MONTEREY","VA","24465"
"7973","FP","LARUE COUNTY HEALTH DEPARTMENT","215 EAST MAIN STREET",,"HODGENVILLE","KY","42728"
"7987","FP","JONES COUNTY HEALTH DEPARTMENT","418 NC HWY 58 NORTH",,"TRENTON","NC","28585"
"7994","FP","PLANNED PARENTHOOD OF NORTHERN NEW ENGLAND","80 FAIRFIELD ST",,"ST ALBANS","VT","05478"
"7995","FP","PLANNED PARENTHOOD OF CENTRAL AND WESTERN NEW YORK, INC.","2697 MAIN STREET",,"BUFFALO","NY","14214"
"8006","FP","CATTARAUGUS COUNTY HEALTH DEPARTMENT","1 LEO MOSS DRIVE","SUITE 4010","OLEAN","NY","14760"
"8009","FP","NEWBURG CLINIC","2060 N MOUNTAINEER HIGHWAY",,"NEWBURG","WV","26410"
"8023","FP","FAMILYCARE-HILLS PLAZA","116 HILLS PLAZA",,"CHARLESTON","WV","25312"
"8037","FP","GEORGETOWN HEALTH UNIT","544 S BEDFORD ST",,"GEORGETOWN","DE","19947"
"8038","FP","FLORIDA DEPARTMENT OF HEALTH IN OSCEOLA COUNTY","105 N. DOVERPLUM AVE.",,"KISSIMMEE","FL","34758"
"8041","FP","LONGVIEW WELLNESS CENTER, INC.","602 N. TITUS STREET","SUITE 130","GILMER","TX","75644"
